,A_UR: quality demands,A_User's programming ability,A_UR: need for model transparency,A_UR: Availability of a well documented library,A_UR: Computer operating system,A_Hardware: access to parallel computing?,A_Production application area,A_Number of maximum function evaluations/ trials budget,A_Running time per trial [s],A_Number of kernels used,A_Total Computing Time [s],A_Machine Learning Algorithm,A_Obtainability of good approximate,A_Supports parallel evaluations,A_Usage of one-hot encoding for cat. features,A_Dimensionality of HPs,A_Conditional HP space,A_HP datatypes,A_Availability of a warm-start HP configuration,A_Obtainability of gradients,A_Input Data,A_#Instances training dataset,A_Ratio training to test dataset,A_Noise in dataset,A_Training Technique,A_ML task,A_Detailed ML task,D_Default Values,D_Random Search,D_Grid Search,D_CMA-ES,D_PBT,D_HOAG (Gradient based),D_SMAC,D_TPE,D_GPBO,D_MTBO,D_BOHAMIANN,D_DNGO,D_SHA,D_HB,D_ASHA,D_Fabolas,D_BOHB,D_HB-LCNet,del_UR: quality demands,del_User's programming ability,del_UR: need for model transparency,del_UR: Availability of a well documented library,del_UR: Computer operating system,del_Hardware: access to parallel computing?,del_Production application area,del_Number of maximum function evaluations/ trials budget,del_Running time per trial [s],del_Number of kernels used,del_Total Computing Time [s],del_Machine Learning Algorithm,del_Obtainability of good approximate,del_Supports parallel evaluations,del_Usage of one-hot encoding for cat. features,del_Dimensionality of HPs,del_Conditional HP space,del_HP datatypes,del_Availability of a warm-start HP configuration,del_Obtainability of gradients,del_Input Data,del_#Instances training dataset,del_Ratio training to test dataset,del_Noise in dataset,del_Training Technique,del_ML task,del_Detailed ML task,Antecedent_Importance
187,,,,,,no,,,,,1.0:172800,,,,,,,,,,,,,,,,,0.25000,,,,,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,0.6296296296296297,,,,,1.3703703703703702,,,,,,,,,,,,,,,,,
188,,,,,,no,,,,,1.0:172800,,,,,,,,,,,,,,,,,0.25000,,,,,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,0.6296296296296297,,,,,1.3703703703703702,,,,,,,,,,,,,,,,,
189,,,,,,no,,,,,1.0:172800,,,,,,,,,,,,,,,,,0.25000,,,,,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,0.6296296296296297,,,,,1.3703703703703702,,,,,,,,,,,,,,,,,
190,,,,,,no,,,,,1.0:172800,,,,,,,,,,,,,,,,,,,,,0.25000,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,0.6296296296296297,,,,,1.3703703703703702,,,,,,,,,,,,,,,,,
191,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,yes,,,,,>7200,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,,,,,,,0.33333,,,,,,,,,,0.22580645161290322,,,,,1.7741935483870968,,,,,,,,,,,,,,,,,
199,,,,,,yes,,,,,>7200,,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,0.22580645161290322,,,,,1.7741935483870968,,,,,,,,,,,,,,,,,
200,,,,,,yes,,,,,>7200,,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,0.22580645161290322,,,,,1.7741935483870968,,,,,,,,,,,,,,,,,
201,,,,,,yes,,,,,>7200,,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,0.22580645161290322,,,,,1.7741935483870968,,,,,,,,,,,,,,,,,
202,,,,,,yes,,,,,>7200,,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,0.22580645161290322,,,,,1.7741935483870968,,,,,,,,,,,,,,,,,
203,,,,,,yes,,,,,>7200,,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,0.22580645161290322,,,,,1.7741935483870968,,,,,,,,,,,,,,,,,
204,,,,,,yes,,,,,>7200,,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,0.22580645161290322,,,,,1.7741935483870968,,,,,,,,,,,,,,,,,
205,,,,,,yes,,,,,1.0:172800,,,,,,,,,,,,,,,,,0.20000,0.20000,,,,,,,,,,,0.20000,0.20000,,,0.20000,,,,,,,0.47222222222222227,,,,,1.527777777777778,,,,,,,,,,,,,,,,,
206,,,,,,yes,,,,,1.0:172800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,0.33333,,,,,,,0.47222222222222227,,,,,1.527777777777778,,,,,,,,,,,,,,,,,
207,,,,,,yes,,,,,1.0:172800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,0.33333,,,,,,,0.47222222222222227,,,,,1.527777777777778,,,,,,,,,,,,,,,,,
208,,,,,,yes,,,,,1.0:172800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,0.33333,,,,,,,0.47222222222222227,,,,,1.527777777777778,,,,,,,,,,,,,,,,,
209,,,,,,yes,,,,,1.0:172800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,0.33333,,,,,,,0.47222222222222227,,,,,1.527777777777778,,,,,,,,,,,,,,,,,
210,,,,,,yes,,,,,1.0:172800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,0.33333,,,,,,,0.47222222222222227,,,,,1.527777777777778,,,,,,,,,,,,,,,,,
211,,,,,,yes,,,,,1.0:172800,,,,,,,,,,,,,,,,,,0.25000,,,,,,,,,,,0.25000,0.25000,,,0.25000,,,,,,,0.47222222222222227,,,,,1.527777777777778,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,1.0:3,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,1.0:3,,,,,,,,,,,,,0.33333,0.33333,,,,,,0.33333,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,1.0:3,,,,,,,,,,,,,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,0.11111,0.11111,,,0.11111,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,4.0:10,,,,,,,,,,,,,0.16667,,,,,0.16667,0.16667,,,,,0.16667,0.16667,,,0.16667,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,4.0:10,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,0.14286,0.14286,0.14286,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,4.0:10,,,,,,,,,,,,,0.50000,,,,,,,,,,,,0.50000,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,> 10,,,,,,,,,,,,,0.50000,,,,,,,,,,,,0.50000,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,> 10,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,> 10,,,,,,,,,,,,,,,,0.33333,,0.33333,0.33333,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,> 10,,,,,,,,,,,,,,,0.16667,,,0.16667,0.16667,,,,,0.16667,0.16667,,,0.16667,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,"[continuous, discrete, ordinal, nominal]",,,,,,,,,,,0.20000,,0.20000,,,0.20000,,,,,,,0.20000,,,0.20000,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,"[continuous, discrete, ordinal, nominal]",,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
224,,,,,,,,,,,,,,,,,,"[continuous, discrete, ordinal, nominal]",,,,,,,,,,,0.33333,0.33333,,,,,,,,,,,0.33333,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
226,,,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
227,,,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
231,medium,medium,,,,no,,,,,1.0:86400,Convolutional Neural Net,no,,,,,,,,Image Data,>50000,,yes,,Multiclass Classification,Image Recognition,0.50000,0.25000,0.25000,,,,,,,,,,,,,,,,2.0838899122789103,0.5683336124397028,,,,0.16896404694153327,,,,,0.416777982455782,0.3473149853798183,0.3907293585522957,,,,,,,,0.11795603277050434,6.251669736836731,,0.44654783834548073,,0.09617953441287279,0.11163695958637018,
232,high,high,,,Linux,yes,,,,,>1296000,Convolutional Neural Net,no,,,,,,,,Image Data,>100000,,yes,,Object Detection,Object Detection,0.20000,,0.40000,0.40000,,,,,,,,,,,,,,,0.17203585895415582,0.38230190878701287,,,1.7203585895415578,0.06255849416514755,,,,,1.7203585895415578,0.19115095439350643,0.21504482369269473,,,,,,,,0.064919192058172,0.34407171790831165,,0.24576551279165113,,3.4407171790831157,3.4407171790831157,
233,high,low,,,,yes,,,,,>1296000,Convolutional Neural Net,no,,,,,,,,Image Data,,,yes,,Multiclass Classification,Image Recognition,0.20000,,,0.10000,0.10000,,,,,,,,,,0.40000,,0.20000,,0.38174477317761607,3.8174477317761606,,,,0.13881628115549674,,,,,3.8174477317761606,0.42416085908624007,0.4771809664720201,,,,,,,,0.14405463138777963,,,0.5453496759680229,,0.11745993020849725,0.13633741899200572,
234,high,medium,no,yes,Windows,no,Process Parameter Prediction,,>200,,>172800,LSTM,no,,no,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,>1000000,1.0:4,yes,offline,Regression,Time Series Prediction,0.12500,0.12500,,,,,0.12500,0.12500,0.12500,,,,0.12500,0.12500,,,0.12500,,0.27390279445205507,0.49800508082191836,0.9130093148401836,0.4565046574200918,1.3695139722602754,0.14805556456867844,0.6086728765601225,,1.826018629680367,,1.826018629680367,5.4780558890411015,0.34237849306506885,,1.3695139722602754,,,0.49800508082191836,,,0.9130093148401836,1.3695139722602754,0.1336111192449049,0.39128970636007865,0.7825794127201573,0.30433643828006124,0.49800508082191836,
235,medium,medium,no,yes,Windows,no,Predictive Quality,,,,7200.0:172800,Random Forest,yes,yes,no,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,1000.0:10000,1.0:4,no,offline,Binary Classification,Time Series Prediction,0.20000,,,,,,0.20000,,0.20000,,,,,0.20000,,,0.20000,,2.4697833690113145,0.6735772824576314,1.2348916845056572,0.6174458422528286,1.852337526758486,0.20025270559551203,0.2849750041166902,,,,0.7409350107033944,0.43584412394317323,0.35282619557304495,0.2390112937752885,1.852337526758486,,,0.6735772824576314,,,1.2348916845056572,3.704675053516972,0.1807158562691206,1.2348916845056572,1.0584785867191349,0.2849750041166902,0.6735772824576314,
236,medium,medium,no,yes,Windows,no,Predictive Maintenance,,,,>172800,Random Forest,no,yes,no,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,>1000000,1.0:4,yes,offline,Multi-class Classification,,0.14286,,,,,,0.14286,0.14286,0.14286,,,,0.14286,0.14286,,,0.14286,,2.1238149638202604,0.5792222628600711,1.0619074819101302,0.5309537409550651,1.5928612228651955,0.17220121328272386,0.30340213768860863,,,,2.1238149638202604,0.3747908759682813,0.3982153057162989,0.20553048036970265,1.5928612228651955,,,0.5792222628600711,,,1.0619074819101302,1.5928612228651955,0.15540109491367762,0.4551032065329129,0.9102064130658258,3.185722445730391,,
237,high,medium,no,yes,linux,yes,Predictive Quality,,,,7200.0:172800,XGBoost,no,,no,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,>1000000,>4,yes,offline,Multi-class Classification,,0.25000,,,,,,,,0.25000,,,,,0.25000,,,0.25000,,0.2772936598940762,0.5041702907165022,0.9243121996469207,0.46215609982346034,5.545873197881525,0.10083405814330045,0.21330281530313555,,,,0.5545873197881525,0.6162081330979472,0.3466170748675953,,1.3864682994703812,,,0.5041702907165022,,,0.9243121996469207,1.3864682994703812,0.29188806304639603,0.3961337998486803,0.7922675996973606,2.7729365989407624,,
238,high,medium,no,no,Windows,no,Process Design,,>200,,7200.0:172800,Random Forest,yes,yes,,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,1000.0:10000,1.0:4,yes,offline,Binary Classification,,0.33333,0.33333,,,,,,,0.33333,,,,,,,,,,0.22665728151857198,0.4121041482155854,0.7555242717285732,4.53314563037144,1.13328640759286,0.12251744946949839,4.53314563037144,,1.5110485434571463,,0.45331456303714396,0.26665562531596704,0.21586407763673518,0.1462305042055303,,,,0.4121041482155854,,,0.7555242717285732,2.26657281518572,0.11056452757003511,0.32379611645510276,0.6475922329102055,0.17435175501428615,,
239,high,high,no,yes,Linux,yes,Process Parameter Prediction,,>200,,>172800,Gradient Boosting Machine,no,,,,yes,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,>1000000,1.0:4,yes,offline,Regression,Time Series Prediction,0.14286,,,,,,0.14286,0.14286,0.14286,,,,0.14286,0.14286,,,0.14286,,0.2701033121640865,0.6002295825868589,0.9003443738802883,0.45017218694014416,2.701033121640865,0.098219386241486,0.6002295825868589,,1.8006887477605766,,1.8006887477605766,5.40206624328173,0.33762914020510815,,,,0.21608264973126923,0.49109693120743003,,,0.9003443738802883,1.3505165608204326,0.1317577132507739,0.38586187452012355,0.7717237490402471,0.30011479129342944,0.49109693120743003,
240,,,,,,,,,,,,,yes,,,,,,,,,>100000,1.0:4,yes,offline,Regression,Time Series Prediction,0.12500,0.12500,,,,,0.12500,0.12500,0.12500,,,,0.12500,0.12500,,,0.12500,,,,,,,,,,,,,,0.6256730064146181,,,,,,,,,1.3139133134706984,0.3204666618221215,0.9385095096219273,1.8770190192438545,0.7299518408170544,1.1944666486097255,
241,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,0.14286,,,0.14286,0.14286,0.14286,,0.14286,,,0.14286,,,0.14286,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
