,A_UR: quality demands,A_User's programming ability,A_UR: need for model transparency,A_UR: Availability of a well documented library,A_UR: Computer operating system,A_Access to parallel computing,A_Production use case,A_Number of maximum function evaluations/ trials budget,A_Running time per trial [s],A_Number of kernels used,A_Total Computing Time [s],A_Machine Learning Algorithm,A_Obtainability of good approximate,A_Supports parallel evaluations,A_Usage of one-hot encoding for cat. features,A_Dimensionality of HPs,A_Conditional HP space,A_HP datatypes,A_Availability of a warm-start HP configuration,A_Obtainability of gradients,A_Input Data,A_#Instances training dataset,A_Ratio training to test dataset,A_Dataset balance,A_Ratio positive to negative targets,A_Noise in dataset,A_Training Technique,A_ML task,A_Detailed ML task,D_Default Values,D_Random Search,D_Grid Search,D_CMA-ES,D_PBT,D_HOAG (Gradient based),D_SMAC,D_TPE,D_GPBO,D_MTBO,D_BOHAMIANN,D_DNGO,D_SHA,D_HB,D_ASHA,D_Fabolas,D_BOHB,D_HB-LCNet,del_UR: quality demands,del_User's programming ability,del_UR: need for model transparency,del_UR: Availability of a well documented library,del_UR: Computer operating system,del_Access to parallel computing,del_Production use case,del_Number of maximum function evaluations/ trials budget,del_Running time per trial [s],del_Number of kernels used,del_Total Computing Time [s],del_Machine Learning Algorithm,del_Obtainability of good approximate,del_Supports parallel evaluations,del_Usage of one-hot encoding for cat. features,del_Dimensionality of HPs,del_Conditional HP space,del_HP datatypes,del_Availability of a warm-start HP configuration,del_Obtainability of gradients,del_Input Data,del_#Instances training dataset,del_Ratio training to test dataset,del_Dataset balance,del_Ratio positive to negative targets,del_Noise in dataset,del_Training Technique,del_ML task,del_Detailed ML task,Antecedent_Importance
82,,,,,,,,,,1,1.0:10,Support Vector Machine,,,,1.0:3,no,[continuous],,,Image Data,,,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,0.33333,,0.33333,0.33333,,,,,,,,,,,0.06203094466077193,3.411701956342456,0.17058509781712283,,,,0.1483348676670633,0.037491230289477546,0.10661568613570176,,,0.06437173502532936,,,,,,0.03158983292909682,0.05248772240526856,0.060923249220401,
83,,,,,,,,,,1,10.0:40,Support Vector Machine,,,,1.0:3,no,[continuous],,,Image Data,,,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,0.06203094466077193,3.411701956342456,0.17058509781712283,,,,0.1483348676670633,0.037491230289477546,0.10661568613570176,,,0.06437173502532936,,,,,,0.03158983292909682,0.05248772240526856,0.060923249220401,
84,,,,,,,,,,1,40.0:100,Support Vector Machine,,,,1.0:3,no,[continuous],,,Image Data,,,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,0.50000,,0.50000,,,,,,,,,,,,0.06203094466077193,3.411701956342456,0.17058509781712283,,,,0.1483348676670633,0.037491230289477546,0.10661568613570176,,,0.06437173502532936,,,,,,0.03158983292909682,0.05248772240526856,0.060923249220401,
85,,,,,,,,,,1,100.0:400,Support Vector Machine,,,,1.0:3,no,[continuous],,,Image Data,,,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,0.33333,,0.33333,0.33333,,,,,,,,,,,0.06203094466077193,3.411701956342456,0.17058509781712283,,,,0.1483348676670633,0.037491230289477546,0.10661568613570176,,,0.06437173502532936,,,,,,0.03158983292909682,0.05248772240526856,0.060923249220401,
86,,,,,,,,,,1,400.0:50000,Support Vector Machine,,,,1.0:3,no,[continuous],,,Image Data,,,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,0.25000,,,,0.25000,,0.25000,0.25000,,,,,,,,,,,0.06203094466077193,3.411701956342456,0.17058509781712283,,,,0.1483348676670633,0.037491230289477546,0.10661568613570176,,,0.06437173502532936,,,,,,0.03158983292909682,0.05248772240526856,0.060923249220401,
87,,,,,,,,,,1,50000.0:500000,Support Vector Machine,,,,1.0:3,no,[continuous],,,Image Data,,,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,0.20000,0.20000,,,,0.20000,,0.20000,0.20000,,,,,,,,,,,0.06203094466077193,3.411701956342456,0.17058509781712283,,,,0.1483348676670633,0.037491230289477546,0.10661568613570176,,,0.06437173502532936,,,,,,0.03158983292909682,0.05248772240526856,0.060923249220401,
88,,,,,,,,,,1,>500000,Support Vector Machine,,,,1.0:3,no,[continuous],,,Image Data,,,,,,Offline,Multiclass Classification,Image Recognition,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,,,,,0.06203094466077193,3.411701956342456,0.17058509781712283,,,,0.1483348676670633,0.037491230289477546,0.10661568613570176,,,0.06437173502532936,,,,,,0.03158983292909682,0.05248772240526856,0.060923249220401,
89,,,,,,,,,,1,1.0:4000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,,,Offline,Binary Classification,,,,,,,,,,,,,,,0.33333,,,0.33333,0.33333,,,,,,,,,,0.12067418397490383,3.3185400593098553,0.21409935866515195,,,,0.09760411939146633,0.07293494635845837,0.1580257171099931,,,0.1580257171099931,,,,,,0.0614544455427751,0.2552723122546043,,
90,,,,,,,,,,1,4000.0:100000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,,,Offline,Binary Classification,,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,0.12067418397490383,3.3185400593098553,0.21409935866515195,,,,0.09760411939146633,0.07293494635845837,0.1580257171099931,,,0.1580257171099931,,,,,,0.0614544455427751,0.2552723122546043,,
91,,,,,,,,,,1,1.0:10000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,,,Offline,Binary Classification,,,,,,,,,,,,,,,0.33333,,,0.33333,0.33333,,,,,,,,,,0.059096029704041486,3.250281633722282,0.10484779463620264,,,,0.04779825931944533,0.03571738059035475,0.07738765794576861,,,0.07738765794576861,,,,,,0.030095200312243352,0.1250108320662416,,
92,,,,,,,,,,1,10000.0:100000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,,,Offline,Binary Classification,,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,0.059096029704041486,3.250281633722282,0.10484779463620264,,,,0.04779825931944533,0.03571738059035475,0.07738765794576861,,,0.07738765794576861,,,,,,0.030095200312243352,0.1250108320662416,,
93,,,,,,,,,,1,1.0:100,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,1000.0:100000,1.0:4,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,0.33333,,,0.33333,0.33333,,,,,,,,,,0.4397104310020758,4.030678950852361,0.7801314098423925,,,,0.3556481427222672,0.26575905170455133,0.5758112786931945,,,0.5758112786931945,0.37206267238637186,0.5898554562222968,,,,0.22392660838068673,0.37206267238637186,0.43185845901989584,
94,,,,,,,,,,1,100.0:2000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,1000.0:100000,1.0:4,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,0.06702264274053962,3.6862453507296795,0.11891114034611869,,,,0.05420949045190705,0.04050819066735912,0.08776774644594475,,,0.08776774644594475,0.05671146693430276,0.08990842318852878,,,,0.03413190139564518,0.05671146693430276,0.06582580983445856,
95,,,,,,,,,,1,2000.0:20000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,1000.0:100000,1.0:4,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,0.50000,,,,,,,,0.50000,,,,,,,,,,,0.06702264274053962,3.6862453507296795,0.11891114034611869,,,,0.05420949045190705,0.04050819066735912,0.08776774644594475,,,0.08776774644594475,0.05671146693430276,0.08990842318852878,,,,0.03413190139564518,0.05671146693430276,0.06582580983445856,
96,,,,,,,,,,1,20000.0:40000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,1000.0:100000,1.0:4,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,0.33333,0.33333,,,,,,,,0.33333,,,,,,,,,,,0.06702264274053962,3.6862453507296795,0.11891114034611869,,,,0.05420949045190705,0.04050819066735912,0.08776774644594475,,,0.08776774644594475,0.05671146693430276,0.08990842318852878,,,,0.03413190139564518,0.05671146693430276,0.06582580983445856,
97,,,,,,,,,,1,1.0:4000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,0.50000,,,0.50000,,,,,,,,,,,0.1368071541892308,3.762196740203848,0.2427223703357321,,,,0.11065284530011317,0.08268564264184282,0.17915222572399275,,,0.14196968830957915,0.11575989969857994,0.39602070949514184,,,,0.06967031000377495,0.11575989969857994,0.13436416929299455,
98,,,,,,,,,,1,4000.0:100000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,0.33333,0.33333,,,,,,,,0.33333,,,,,,,,,,,0.1368071541892308,3.762196740203848,0.2427223703357321,,,,0.11065284530011317,0.08268564264184282,0.17915222572399275,,,0.14196968830957915,0.11575989969857994,0.39602070949514184,,,,0.06967031000377495,0.11575989969857994,0.13436416929299455,
99,,,,,,,,,,1,1.0:1000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,1.0:4,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,0.33333,,,0.33333,0.33333,,,,,,,,,,0.20831489051667282,3.8191063261390013,0.3695909347876453,,,,0.16848998497672066,0.12590460415842863,0.27279330900992865,,,0.21617582978145292,0.1762664458218001,0.27944680435163427,,,,0.10608628683719448,0.1762664458218001,0.2045949817574465,
100,,,,,,,,,,1,1000.0:10000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,1.0:4,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,0.136424327037581,3.7516689935334777,0.24204316087312758,,,,0.1103432056921611,0.08245426359414237,0.1786509044539751,,,0.1415724148503199,0.11543596903179933,0.1830082435869989,,,,0.06947535173210144,0.11543596903179933,0.13398817834048135,
101,,,,,,,,,,1,1.0:1000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,,,Offline,Binary Classification,,,,,,,,,,,,,,,0.33000,,,0.33000,0.33000,,,,,,,,,,0.1847104665693826,3.386358553772014,0.3277121181069691,,,,0.1493981714899418,0.11163819408039609,0.24188275384085814,,,0.24188275384085814,,,,,,0.09406551538255595,0.3907336792813863,,
102,,,,,,,,,,1,1000.0:100000,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,Tabular Data,,,,,,Offline,Binary Classification,,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,0.059096029704041486,3.250281633722282,0.10484779463620264,,,,0.04779825931944533,0.03571738059035475,0.07738765794576861,,,0.07738765794576861,,,,,,0.030095200312243352,0.1250108320662416,,
103,,,,,,,,<100,,,,Support Vector Machine,,,,1.0:3,no,[continuous],,,,,,,,no,Offline,Multiclass Classification,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,2.6817754011195496,,,,0.8045326203358649,,,,0.699593582900752,0.1768203561177725,0.5028328877099155,,,,,,,,2.6817754011195496,0.14898752228441942,0.2475484985648815,,
104,,,,,,,,<40,,,,Support Vector Machine,,,,1.0:3,no,[continuous],,,,,,,,yes,Offline,Multiclass Classification,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,3.121099344105421,,,,0.15605496720527107,,,,0.1356999714828444,0.03429779499016947,0.09753435450329441,,,,,,,,0.22293566743610152,0.028899068000976122,0.04801691298623725,,
105,,,,,,,,40.0:100,,,,Support Vector Machine,,,,1.0:3,no,[continuous],,,,,,,,yes,Offline,Multiclass Classification,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,3.121099344105421,,,,0.15605496720527107,,,,0.1356999714828444,0.03429779499016947,0.09753435450329441,,,,,,,,0.22293566743610152,0.028899068000976122,0.04801691298623725,,
106,,,,,,,,<50,,,,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,,,,,,no,Offline,Multiclass Classification,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,2.927432025210247,,,,0.37773316454325767,,,,0.17220188383589688,0.1286783307784724,0.2788030500200235,,,,,,,,1.9516213501401645,0.10842340834112026,0.18014966308986136,,
107,,,,,,,,50.0:100,,,,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,,,,,,no,Offline,Multiclass Classification,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,3.1093722227651206,,,,0.1003023297666168,,,,0.04572606209948707,0.03416892552489144,0.07403267197059811,,,,,,,,0.5182287037941867,0.028790483544121486,0.04783649573484801,,
108,,,,,,,,<100,,,,Multilayer Perceptron,,,,4.0:10,no,"[continuous, discrete]",,,,,,,,yes,Offline,Multiclass Classification,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,3.3076688236257192,,,,0.6401939658630424,,,,0.29185313149638703,0.2180880543049925,0.47252411766081703,,,,,,,,1.417572352982451,0.18375937909031775,0.3053232760269895,,
109,,,,,,,,<30,,,,XGBoost,,,,4.0:10,no,"[continuous, discrete]",,,,,,,,no,Offline,Regression,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,3.204865729604314,,,,0.7121923843565142,,,,0.09426075675306807,0.07043660944185307,0.15261265379068162,,,,,,,,1.0682885765347714,0.059349365363042854,0.3560961921782571,,
110,,,,,,,,30.0:100,,,,XGBoost,,,,4.0:10,no,"[continuous, discrete]",,,,,,,,no,Offline,Regression,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,3.204865729604314,,,,0.7121923843565142,,,,0.09426075675306807,0.07043660944185307,0.15261265379068162,,,,,,,,1.0682885765347714,0.059349365363042854,0.3560961921782571,,
111,,,,,,,,<30,,,,XGBoost,,,,4.0:10,no,"[continuous, discrete]",,,,,,,,yes,Offline,Regression,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,3.2262196421392764,,,,0.7169376982531724,,,,0.09488881300409636,0.07090592620086322,0.15362950676853696,,,,,,,,0.4608885203056109,0.05974480818776437,0.3584688491265862,,
112,,,,,,,,30.0:100,,,,XGBoost,,,,4.0:10,no,"[continuous, discrete]",,,,,,,,yes,Offline,Regression,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,3.2262196421392764,,,,0.7169376982531724,,,,0.09488881300409636,0.07090592620086322,0.15362950676853696,,,,,,,,0.4608885203056109,0.05974480818776437,0.3584688491265862,,
113,,,,,,yes,,<200,1800,17,1.0:360000,Convolutional Neural Net,,,,>10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,1.00000,,,,,,,,,,,,,,,,0.09812520253413716,,0.45382906172038434,1.8153162468815374,1.8153162468815374,3.6306324937630747,0.2017018052090597,,,,0.14522529975052298,0.0398970603710228,0.08644363080388273,,,0.06850249988232215,0.05585588451943192,0.19108592072437233,,,,0.033616967534843285,0.05585588451943192,0.06483272310291205,
114,,,,,,yes,,200.0:1000,1800,17,360000.0:1800000,Convolutional Neural Net,,,,>10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,,,Offline,Multiclass Classification,Image Recognition,,,,1.00000,,,,,,,,,,,,,,,,,,,,0.07823969034324085,,2.894868542699911,1.4474342713499555,1.4474342713499555,2.894868542699911,0.16082603014999505,,,,0.11579474170799645,0.03181174222747155,0.06892544149285502,,,0.05462016118301719,0.044536439118460176,0.15236150224736375,,,,0.02680433835833251,0.044536439118460176,0.05169408111964127,
115,,,,,,,,<200,,,,Synthetic Function,,,,1.0:3,no,[continuous],,,,,,,,,Offline,,Synthetic Function,,,,,,,,,0.33333,,0.33333,0.33333,,,,,,,,,,,,,,0.5977821727962903,,,,2.3911286911851612,,,,0.20792423401610097,0.05255227892714641,0.14944554319907258,,,,,,,,,0.044280160947873355,,2.3911286911851612,
116,,,,,,,,<200,,,,Synthetic Function,,,,4.0:10,no,[continuous],,,,,,,,,Offline,,Synthetic Function,,,,,,,,,0.33333,,0.33333,0.33333,,,,,,,,,,,,,,0.5898976791796994,,,,2.3595907167187975,,,,0.06939972696231758,0.05185913663118237,0.14747441979492484,,,,,,,,,0.04369612438368144,,2.3595907167187975,
117,,,,,,,,<100,,,,Logistic Regression,,,,4.0:10,no,[continuous],,,Image Data,1000.0:100000,>4,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,0.50000,,,0.50000,,,,,,,,,,,,,,3.131874587619053,,,,2.684463932244902,,,,0.27634187537815175,0.2064972255573002,0.5872264851785725,,,0.3545518401078173,0.28909611578022026,0.9890130276691745,,,,0.17399303264550292,0.28909611578022026,0.3355579915306128,
118,,,,,,,,<50,,,,Latent Dirichlet Allocation (HPOlib),,,,1.0:3,no,[discrete],,,Text Data,,,,,,Offline,Text,,,,,,,,,,0.50000,,,0.50000,,,,,,,,,,,,,,2.2488988286652667,,,,2.2488988286652667,,,,0.3911128397678725,0.09885269576550623,2.2488988286652667,,,2.2488988286652667,,,,,,0.08329254920982469,2.2488988286652667,,
119,,,,,,,,<100,,,,Support Vector Machine,,,,1.0:3,no,[discrete],,,Tabular Data,,,,,,Offline,Multiclass Classification,,,,,,,,0.25000,,0.25000,,0.25000,0.25000,,,,,,,,,,,,,,2.007804587561394,,,,0.6023413762684182,,,,0.5237751097986245,0.13238272005899301,3.011706881342091,,,0.28682922679448486,,,,,,0.11154469930896634,0.18533580808259023,,
120,,,,,,,,<50,,,,Support Vector Machine,,,,1.0:3,no,[discrete],,,Tabular Data,<1000,1.0:4,,,,Offline,Multiclass Classification,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,2.671951730202278,,,,0.5343903460404557,,,,0.46468725742648315,0.11744842770119904,2.671951730202278,,,0.2544715933525979,1.7813011534681853,0.2606782175807101,,,,0.09896117519267696,0.16442779878167865,,
121,,,,,,,,>50,,,,Support Vector Machine,,,,1.0:3,no,[discrete],,,Tabular Data,<1000,1.0:4,,,,Offline,Multiclass Classification,,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,,,3.025385762010259,,,,0.4538078643015389,,,,0.3946155341752512,0.09973799215418437,2.2690393215076945,,,0.21609898300073277,1.5126928810051294,0.2213696899031897,,,,0.08403849338917385,0.1396331890158581,,
122,,,,,,,,<50,,,,Random Forest,,,,4.0:10,no,"[discrete, nominal]",,,Tabular Data,<1000,1.0:4,,,,Offline,Binary Classification,Classification,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,1.714623523872598,,,,0.40344082914649365,,,,0.10086020728662341,0.0753680669834109,1.3716988190980783,,,0.16329747846405693,1.1430823492483986,0.16728034379244858,,,,0.06350457495824437,0.26378823444193816,3.429247047745196,
123,,,,,,,,>50,,,,Random Forest,,,,4.0:10,no,"[discrete, nominal]",,,Tabular Data,<1000,1.0:4,,,,Offline,Binary Classification,Classification,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,,,2.1591312825063684,,,,0.3810231675011239,,,,0.09525579187528098,0.07118015217053963,1.2954787695038212,,,0.1542236630361692,1.0795656412531842,0.15798521579314895,,,,0.05997586895851024,0.24913053259688872,3.2386969237595533,
124,,,,,,yes,,,,8,1.0:100000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,>4,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,0.10789890701340984,,,,0.3992259559496164,3.992259559496164,0.22179219774978687,,0.12878256643536012,,0.05870969940435535,0.043870984170287515,0.17357650258678972,,,0.07532565206596535,0.061419377838402525,0.2101189241840086,,,,0.03696536629163114,0.061419377838402525,0.07129034927671721,
125,,,,,,yes,,,,8,100000.0:250000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,>4,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,1.00000,,,,,,,,,,,,,0.10789890701340984,,,,0.3992259559496164,3.992259559496164,0.22179219774978687,,0.12878256643536012,,0.05870969940435535,0.043870984170287515,0.17357650258678972,,,0.07532565206596535,0.061419377838402525,0.2101189241840086,,,,0.03696536629163114,0.061419377838402525,0.07129034927671721,
126,,,,,,yes,,,,8,>250000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,>4,,,,Offline,Multiclass Classification,Image Recognition,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,0.10789890701340984,,,,0.3992259559496164,3.992259559496164,0.22179219774978687,,0.12878256643536012,,0.05870969940435535,0.043870984170287515,0.17357650258678972,,,0.07532565206596535,0.061419377838402525,0.2101189241840086,,,,0.03696536629163114,0.061419377838402525,0.07129034927671721,
127,,,,,,no,,,,1,1.0:150000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,0.25000,0.25000,0.25000,,0.25000,,,,,,,0.27982357588993045,,,,0.1475433400146906,4.0574418504039915,0.45082687226711016,,0.26177044196154786,,0.1193365250118821,0.08917454616272509,0.19321151668590436,,,0.15311101322279214,0.12484436462781513,0.42709914214778855,,,,0.07513781204451836,0.12484436462781513,0.14490863751442826,
128,,,,,,no,,,,1,>150000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,0.25000,0.25000,0.25000,,0.25000,,,,,,,0.27982357588993045,,,,0.1475433400146906,4.0574418504039915,0.45082687226711016,,0.26177044196154786,,0.1193365250118821,0.08917454616272509,0.19321151668590436,,,0.15311101322279214,0.12484436462781513,0.42709914214778855,,,,0.07513781204451836,0.12484436462781513,0.14490863751442826,
129,,,,,,no,,,,1,1.0:30000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,,,Offline,Multiclass Classification,Image Recognition,,,,,0.25000,,,,,,,,0.25000,0.25000,0.25000,,,,,,,,,0.13705537151311373,,,,0.07226555952509633,3.9746057738802985,0.22081143188223878,,0.12821308948000962,,0.05845008491000439,0.043676986526157126,0.09463347080667377,,,0.07499256177132638,0.06114778113661998,0.20918977757264728,,,,0.036801905313706466,0.06114778113661998,0.07097510310500532,
130,,,,,,no,,,,1,30000.0:90000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,,,Offline,Multiclass Classification,Image Recognition,,,,,0.20000,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,0.13705537151311373,,,,0.07226555952509633,3.9746057738802985,0.22081143188223878,,0.12821308948000962,,0.05845008491000439,0.043676986526157126,0.09463347080667377,,,0.07499256177132638,0.06114778113661998,0.20918977757264728,,,,0.036801905313706466,0.06114778113661998,0.07097510310500532,
131,,,,,,no,,,,1,>90000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,,,Offline,Multiclass Classification,Image Recognition,,,,,0.25000,,,,,,,,0.25000,,0.25000,,0.25000,,,,,,,0.27982357588993045,,,,0.1475433400146906,4.0574418504039915,0.45082687226711016,,0.26177044196154786,,0.1193365250118821,0.08917454616272509,0.19321151668590436,,,0.15311101322279214,0.12484436462781513,0.42709914214778855,,,,0.07513781204451836,0.12484436462781513,0.14490863751442826,
132,,,,,,yes,,,,25,1.0:60000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,,,Offline,Multiclass Classification,Image Recognition,,,,,1.00000,,,,,,,,,,,,,,,,,,,0.10716962198316843,,,,0.7930552026754464,3.9652760133772316,0.22029311185429062,,0.12791212946378167,,0.05831288254966517,0.04357446168546408,0.09441133365183883,,,0.07481652855428739,0.06100424635964972,0.20869873754617008,,,,0.03671551864238177,0.06100424635964972,0.07080850023887914,
133,,,,,,yes,,,,25,60000.0:90000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,,1.00000,,,,,,,,,0.10716962198316843,,,,0.7930552026754464,3.9652760133772316,0.22029311185429062,,0.12791212946378167,,0.05831288254966517,0.04357446168546408,0.09441133365183883,,,0.07481652855428739,0.06100424635964972,0.20869873754617008,,,,0.03671551864238177,0.06100424635964972,0.07080850023887914,
134,,,,,,yes,,,,25,>90000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,0.33333,,0.33333,,0.33333,,,,,,,0.21121599514796094,,,,1.562998364094911,3.907495910237277,0.4341662122485863,,0.2520965103378888,,0.11492635030109638,0.08587903099422588,0.18607123382082272,,,0.14745267585801045,0.12023064339191622,0.41131535897234495,,,,0.07236103537476439,0.12023064339191622,0.13955342536561705,
135,,,,,,yes,,,,25,1.0:150000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,,,Offline,Multiclass Classification,Image Recognition,,,,,0.50000,,,,,,,,,,0.50000,,,,,,,,,0.21121599514796094,,,,1.562998364094911,3.907495910237277,0.4341662122485863,,0.2520965103378888,,0.11492635030109638,0.08587903099422588,0.18607123382082272,,,0.14745267585801045,0.12023064339191622,0.41131535897234495,,,,0.07236103537476439,0.12023064339191622,0.13955342536561705,
136,,,,,,yes,,,,25,>150000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,,,Offline,Multiclass Classification,Image Recognition,,,,,0.50000,,,,,,,,,,0.50000,,,,,,,,,0.21121599514796094,,,,1.562998364094911,3.907495910237277,0.4341662122485863,,0.2520965103378888,,0.11492635030109638,0.08587903099422588,0.18607123382082272,,,0.14745267585801045,0.12023064339191622,0.41131535897234495,,,,0.07236103537476439,0.12023064339191622,0.13955342536561705,
137,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,,,,
138,,,,,,,,,,,1.0:86400,,no,,,,no,[continuous],,,,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,2.9074690598879207,,2.725752243644926,,,,0.4792531417397672,1.362876121822463,,,,,,,,,,,,
139,,,,,,,,,,,,,no,,,>10,yes,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,,,,,5.892556509887896,,,3.771236166328254,3.771236166328254,,,,,,,,,,,,,
140,,,,,,,,,,,>86400,,yes,,,,,[continuous],,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,2.3461607486373928,,0.31282143315165234,,,,,0.14663504678983705,,,,,,,,,,,,
141,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
